Service,Case,Description,Policy Link,Policy_type,Policy_name
V.H. Hess,Information is provided about how your personal data is used,"how we use it
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Veepn,Information is provided about how your personal data is used,"What do we collect this information for?
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Washington Post,Information is provided about how your personal data is used,"<p> How We Use Information
        
Privacy Policy",Privacy Policy,1,Privacy Policy
WhatsApp,Information is provided about how your personal data is used,"How We Use Information
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Wickr Me,Information is provided about how your personal data is used,"How Is It Used?</strong>

Privacy Policy",Privacy Policy,1,Privacy Policy
Wikiwand,Information is provided about how your personal data is used,"<b>How
We Use Information</b>

Privacy Policy",Privacy Policy,1,Privacy Policy
Wolt,Information is provided about how your personal data is used,"4.
THE PURPOSES AND GROUNDS FOR THE PROCESSING
        
Privacy Policy",Privacy Policy,1,Privacy Policy
WordArt,Information is provided about how your personal data is used,"WHY DO WE USE YOUR DATA?
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Wordpress.com,Information is provided about how your personal data is used,"How and Why We Use Information
        
Privacy Policy",Privacy Policy,1,Privacy Policy
WordPress.org,Information is provided about how your personal data is used,".</p> Use of personal information
        
Privacy Policy",Privacy Policy,1,Privacy Policy
WordReference,Information is provided about how your personal data is used,"The information collected by WordReference.com is used for the purpose of
        
Privacy Policy",Privacy Policy,1,Privacy Policy
xda-developers,Information is provided about how your personal data is used,"<p>
<strong>What do we use your information for?</strong>

Privacy Policy",Privacy Policy,1,Privacy Policy
XE.com,Information is provided about how your personal data is used,"HOW WE USE YOUR PERSONAL DATA
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Xiaomi,Information is provided about how your personal data is used,"How we use the personal information that we collect
        
Privacy Policy",Privacy Policy,1,Privacy Policy
YouGov,Information is provided about how your personal data is used,"<li>How and why we use your personal data
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Ziff Davis,Information is provided about how your personal data is used,"Purposes for Which We May Process Your Information
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Adobe Services,Information is provided about security practices,"We employ administrative, technical, and physical security controls where appropriate, such as encryption,
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Alibaba,Information is provided about security practices,"SECURITY MEASURES
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Anime Music Quiz,Information is provided about security practices,"How Does Anime Music Quiz Keep my Data Safe?
        
Privacy Policy",Privacy Policy,1,Privacy Policy
AnonAddy,Information is provided about security practices,"All information you provide to us is stored on our secure servers in the Netherlands (Greenhost.net).
Sensitive data in our database such as your recipient email addresses are encrypted using OpenSSL and the AES-256-CBC cipher.
Furthermore, all encrypted values are signed with a message authentication code (MAC) to detect any modifications to the encrypted string.

        
Privacy Policy",Privacy Policy,1,Privacy Policy
Anydesk,Information is provided about security practices,"We use state-of-the-art encryption methods (for example,.
SSL) via HTTPS in order to protect the security of your data during transfer.
Our security measures are being continuously improved in line with technological developments.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Arch Linux,Information is provided about security practices,"Our commitment to data security
<p>Arch staff and administrators are familiar with our privacy policy guidelines.
Our websites enforce Transport Layer Security (TLS) connections, which encrypts your personal data when you send your personal information on our website.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Artspace,Information is provided about security practices,"<p>We use reasonable physical, electronic, and administrative safeguards to help us protect the security, integrity and confidentiality of data stored on our system.
The Site encrypts your credit card number and other Personal Information using secure socket layer (SSL) technology to provide for the secure transmission of the information from your PC to our servers.
SSL is an industry-standard protocol for encryption over the Internet.
While no system is 100% secure, we believe that the measures we have implemented minimize the risk of security breach to an appropriate level given the types of information involved.
Please note that any information you provide us by email is unencrypted.</p>

Privacy Policy",Privacy Policy,1,Privacy Policy
Bandcamp,Information is provided about security practices,"</ul> Is Personal Data About You Secure?
<p>Bandcamp endeavors to protect user information to ensure that your Personal Data is kept private.
We use physical, managerial, and technical security measures to protect your Personal Data against accidental or unlawful destruction, loss, alteration, unauthorized disclosure or access.
In particular, we take steps to ensure that our employees and service providers who have access to your Personal Data only process it upon our instructions, unless otherwise required by law.</p>

Privacy Policy",Privacy Policy,1,Privacy Policy
Binance,Information is provided about security practices,"5.
HOW WE STORE AND PROTECT USER DATA<p>

Privacy Policy",Privacy Policy,1,Privacy Policy
BlueMail,Information is provided about security practices,"Security is extremely important to us.
We use industry leading security practices to preserve the integrity of all your data.
For example, when you transmit sensitive information and when you send and receive emails, BlueMail encrypts the transmission of that information using secure socket layer technology (SSL).
However, no method of electronic transmission or storage is 100% secure, so we cannot guarantee absolute security.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Brax.Me,Information is provided about security practices,"We do not store your password directly (we use something called an irreversible hash).
This means that we cannot see your password or log in to your account without your knowledge.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
CCleaner,Information is provided about security practices,"11.
Data Security <p>11.1	Safeguards for protection of personal information
We maintain administrative, technical, and physical safeguards for the protection of your personal data.

        
Privacy Policy",Privacy Policy,1,Privacy Policy
CNED,Information is provided about security practices,"<p>Le CNED et ses sous-traitants mettent en œuvre des mesures de sécurité physique et techniques destinées à assurer la sécurité et l’intégrité des données afin que celle-ci ne puissent faire l’objet d’extraction frauduleuse, de modification ou de suppression malveillante.
Ces mesures mises en œuvre sont proportionnées à la sensibilité des données et à l’impact que leur corruption aurait pour vous.
Parmi ces mesures ont peut citer&nbsp;:</p>
<p> -&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp.
Des accès aux applications par authentification par un couple identifiant/mot de passe <br>-&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp.
Des accès aux locaux protégés par badges avec politique de gestion des accès<br>-&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp.
Une politique d’accès aux locaux des serveurs du CNED encore plus stricte<br>-&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp.
Une politique de sauvegarde des données<br>-&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp.
Une sécurisation des flux de données saisies en ligne en https<br>-&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp.
Un chiffrement des données telles que les mots de passe<br>-&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp.
Un encadrement contractuel du prestataire, sous-traitant avec un engagement de confidentialité <br>-&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp.
Une conformité au RGS applicable aux administrations.</p>

Privacy Policy",Privacy Policy,1,Privacy Policy
CodeSandbox,Information is provided about security practices,"Here are some
examples of how we are securing your personal data:
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Common Application,Information is provided about security practices,"Common Application offers suggestions through which users of its Properties may secure their information.</em>

Privacy Policy",Privacy Policy,1,Privacy Policy
CounterMail,Information is provided about security practices,"<li>We only use strong open source algorithms</li>

Privacy Policy",Privacy Policy,1,Privacy Policy
Cover your Tracks,Information is provided about security practices,"Security <p>	EFF employs industry standard security measures to protect the loss, misuse, and alteration of the information under our control, including appropriate technical and organizational measures to ensure a level of security appropriate to the risk, such as the pseudonymization and encryption of personal data, data backup systems, and engaging security professionals to evaluate our systems effectiveness.
Although we make good faith efforts to store information collected by EFF in a secure operating environment, we cannot guarantee complete security.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Disroot,Information is provided about security practices,"To protect your data we use the following security measures:</p>
<ul>
<li>We use disk encryption on all servers to prevent data leak in case the servers are stolen, confiscated or in any way physically tampered with.</li>
<li>We provide and require SSL/TLS encryption on all ""user-to-server"" and ""server-to-server"" communications on all provided services.</li>

Privacy Policy",Privacy Policy,1,Privacy Policy
eBuddy,Information is provided about security practices,"The transmission of your phone address book will be done in an encrypted manner, and the names, phone numbers and email addresses will be stored in encrypted format.</p>

Privacy Policy",Privacy Policy,1,Privacy Policy
Element,Information is provided about security practices,"We never store password data in plain text.
instead they are stored hashed (with at least 12 rounds of bcrypt, including both a salt and a server-side pepper secret).
Passwords sent to the server are encrypted using SSL.<br>‍<br>

Privacy Policy",Privacy Policy,1,Privacy Policy
ExpressVPN,Information is provided about security practices,"When you correspond with us using these platforms, they will store your correspondence records—including your email address, as well as user and device attributes that help with troubleshooting, such as the country you are contacting us from and your device’s operating system.
Both platforms utilize modern security practices and HTTPS encryption.</p>

Privacy Policy",Privacy Policy,1,Privacy Policy
FanFiction,Information is provided about security practices,"<li>We take appropriate security measures to protect against unauthorized access to or unauthorized
alteration, disclosure or destruction of data.
</li>
<li>When applicable, we use industry standard encryption to protect the communication between all
compatible devices and our services.
</li>
<li>We restrict access to your personally identifying information to site staffs who need to know
that information in order to operate, develop or improve our services.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Gap Creek Media,Information is provided about security practices,"When you submit sensitive information via the website, your information is protected by an SSL.

        
Privacy Policy",Privacy Policy,1,Privacy Policy
GlobaliD,Information is provided about security practices,"Security
<p>Our user’s Personal Data is encrypted, anonymized and backed up to the cloud.
The key required to decrypt that data is only held by the owner of the name
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Goose VPN,Information is provided about security practices,"All servers of Goose are secured with Linux hardening, firewalls and software is installed against spam, viruses and DDOS-attacks to prevent third-parties from carrying out malicious attacks on the server network of Goose.
We maintain our servers and networks to offer as much privacy as possible.

        
Privacy Policy",Privacy Policy,1,Privacy Policy
LBRY,Information is provided about security practices,"How do we protect your information?</strong>
</p>
<p>Our website is scanned on a regular basis for security holes and known vulnerabilities in order to make your visit to our site as safe as possible.</p>
<p>We use regular Malware Scanning.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Merriam-Webster,Information is provided about security practices,"Security of Your Information <p>Any personally identifiable information collected through this site is stored on limited-access servers.
We maintain safeguards to protect these servers and the information they store.
Also, to help protect the privacy of data and personally identifiable information you transmit through the use of our Services, we maintain physical, technical and administrative safeguards.
We update and test our security technology on an ongoing basis.
We strive to restrict access to your personal data to those employees who need to know that information to provide benefits or services to you.
In addition, we strive to educate all of our employees about the importance of confidentiality and maintaining the privacy and security of your information.</p>

Privacy Policy",Privacy Policy,1,Privacy Policy
MeWe,Information is provided about security practices,"Security: HTTPS and Encryption<p>We maintain physical, electronic, and procedural safeguards to protect the confidentiality and security of your personal user data and other information transmitted to us.
For example, we encrypt your personally identifiable information, and most, if not all requests from you to the server are created over a secure connection (HTTPS).
        
Privacy Policy",Privacy Policy,1,Privacy Policy
miHoYo,Information is provided about security practices,"Please note for security reasons, we store passwords in encrypted form.</p>

Privacy Policy",Privacy Policy,1,Privacy Policy
Monarch Money,Information is provided about security practices,"We seek to protect your Personal Data from unauthorized access, use and disclosure using appropriate physical, technical, organizational and administrative security measures based on the type of Personal Data and how we are processing that data.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
NewPipe,Information is provided about security practices,"<p>All data is stored on a dedicated server administrated by the NewPipe project.
Neither the hosting provider nor any other third party does have any access to the data, as it is stored encryptedly on the hard disks using so-called full-disk encryption.</p>

Privacy Policy",Privacy Policy,1,Privacy Policy
Opera,Information is provided about security practices,"We follow the Payment Card Industry Data Security Standards (PCI DSS) when handling credit card data.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Proton AG,Information is provided about security practices,"Data is ALWAYS stored in encrypted format on our servers.
Offline backups may be stored periodically, but these are also encrypted.
We do not possess the ability to access any user encrypted message content on either the production servers or in the backups.</p>

Privacy Policy",Privacy Policy,1,Privacy Policy
Remind,Information is provided about security practices,"Remind's main database and all backups are encrypted at rest.
</li>
<li>The AWS cloud infrastructure has been designed and managed in compliance with regulations, standards, and best-practices, including HIPAA, SOC 1/SSAE 16/ISAE 3402 (formerly SAS70), SOC 2, SOC 3, PCI DSS Level 1, ISO 27001, FedRAMP, DIACAP and FISMA, ITAR, FIPS 140-2, CSA, and MPAA.
</li>
<li>

Privacy Policy",Privacy Policy,1,Privacy Policy
SCP Wiki,Information is provided about security practices,"Wikidot.com User accounts are protected by user-created passwords.</p>
<p>Wherever required we use security measures to avoid <em>plain-text</em> transport of personal information between the browser and Wikidot.com servers.
In particular the login form data (email + password), all registration data, password-recovery forms and a few other that involve personal data use secure transport.</p>
<p>To ensure secure data transfer, pages with sensitive information use the <em>HTTPS</em> protocol with at least 128-bit SSL certificates when communicating with a web browser.
Areas protected by SSL include: My Account panel, login pages, create account pages, upgrade pages, AdSense panel and all user-created Sites with SSL enabled.</p>
<p>

Privacy Policy",Privacy Policy,1,Privacy Policy
Snopyta,Information is provided about security practices,"</p> Encryption <p> We try to encrypt things where it is possible.
Most machines have full disk encryption while some of them are not fully encrypted.
Next to this we encrypt as much as the respective services allow.
</p>

Privacy Policy",Privacy Policy,1,Privacy Policy
STiBaRC,Information is provided about security practices,"Information not publicly displayed is not accessible to anyone, even through the API, except to the associated user and us.<br> Your password is never stored in plain text.
As soon as it is sent to the server, it is quickly hashed and removed from memory before any other process begins handling the information.<br>

Privacy Policy",Privacy Policy,1,Privacy Policy
Stingle Photos,Information is provided about security practices,"<p>Transmission of data on Stingle Photos is encrypted using SSH, HTTPS, and SSL/TLS.
By design, your photos and videos information is encrypted prior to being transmitted to our servers and is therefore encrypted at rest.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Swisscows,Information is provided about security practices,"We only allow connections to Swisscows over a secure HTTPS connection.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Turnitin,Information is provided about security practices,"Our data is stored in the EU or USA with robust physical, digital, and procedural safeguards in place to protect your personal data, including the use of SSL encryption, redundant servers and data centers, and sophisticated perimeter security.
We continuously audit for security vulnerabilities and make software patching a priority.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
VKontakte,Information is provided about security practices,"To reduce the probability of third parties gaining unauthorized access, if you login to your account from an unusual server (in particular, from a server located in a foreign country), we will block entry to your personal page.
You will then receive a message asking you to provide certain digits indicated in SMS sent to your mobile phone number.
After three unsuccessful attempts to enter these digits, we will block access from that server for 4 hours.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
VPN.AC,Information is provided about security practices,"We make use of several security measures to safeguard the data of our users, such as and not limited to: full disk encryption, forced TLS (HTTPS) for all website access, remote access to servers permited only to a very limited number of employees.

        
Privacy Policy",Privacy Policy,1,Privacy Policy
Wolfram Alpha,Information is provided about security practices,"Security <p> We take appropriate measures to ensure the security of our Services.
These include precautions to safeguard your PI against loss, theft and misuse, as well as against unauthorized access, alteration, disclosure or destruction of data.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Wolt,Information is provided about security practices,"We use administrative, organizational, technical, and physical safeguards to protect the personal data we collect and process.
Measures include for example, where appropriate, encryption, pseudonymization, firewalls, secure facilities and access right systems.
Our security controls are designed to maintain an appropriate level of data confidentiality, integrity, availability, resilience and ability to restore the data.
We regularly test the Wolt Services, systems, and other assets for security vulnerabilities.
Furthermore, access to personal data by employees of Wolt is restricted and access is subject to what is necessary for purposes of the employee’s work assignments.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
xda-developers,Information is provided about security practices,"All information you provide to us is stored on secure servers.
Any payment transactions will be encrypted using Secure Sockets Layer (SSL) technology.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Xiaomi,Information is provided about security practices,"All your personal information is stored on secure servers, and protected in controlled facilities.
We classify your information based on importance and sensitivity, and ensure that your personal information has the required level of security.
We have special access controls for cloud-based data storage, and we regularly review our information collection, storage and processing practices, including physical security measures, to guard against any unauthorized access and use.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Yello,Information is provided about security practices,"We have implemented commercially reasonable, appropriate technical and organizational measures to protect the confidentiality, security and integrity of data stored
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Ziff Davis,Information is provided about security practices,"In certain instances we may use Secure Sockets Layer encryption and/or transfer certain User Information in a non-human readable format to provide protection.

        
Privacy Policy",Privacy Policy,1,Privacy Policy
Zoho,Information is provided about security practices,"At Zoho, we take data security very seriously.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Zoho,Information is provided about security practices,"we encourage you to check our Security Policy
        
Privacy Policy",Privacy Policy,1,Privacy Policy
ADT,Information is provided about what kind of information they collect,"<b>What Information ADT Collects
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Alzforum,Information is provided about what kind of information they collect,"What Information We Gather
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Amnesty International Limited (UK),Information is provided about what kind of information they collect,"If you choose to provide it, we can collect the following types of personal information from you:
<ul>
<li>Name</li>
<li>Age</li>
<li>Address</li>
<li>Email address</li>
<li>Phone number</li>
<li>Credit card details</li>
<li>Information provided for the purpose of applying for a job or volunteering opportunity, including: gender, ethnicity, sexual orientation, disability and criminal convictions</li>

Privacy Policy",Privacy Policy,1,Privacy Policy
Anime Music Quiz,Information is provided about what kind of information they collect,"Information We Collect
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Arch Linux,Information is provided about what kind of information they collect,"<li>1.3 The information we collect</li>

Privacy Policy",Privacy Policy,1,Privacy Policy
ASKfm,Information is provided about what kind of information they collect,"The different categories of information we collect from you are described below.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Astronomer,Information is provided about what kind of information they collect,"At the time you register on our site, we may collect and store your name, email address, mailing address, and other
personally-identifying information.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Australia Post,Information is provided about what kind of information they collect,"What personal information do we collect?
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Bandcamp,Information is provided about what kind of information they collect,"What Personal Data Does Bandcamp Collect?
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Binance,Information is provided about what kind of information they collect,"1.
INFORMATION WE COLLECT
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Bing,Information is provided about what kind of information they collect,"Personal data we collect
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Blender,Information is provided about what kind of information they collect,"Types of Data collected
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Brax.Me,Information is provided about what kind of information they collect,"What information do we collect?
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Brilliant,Information is provided about what kind of information they collect,"What Personal Information Does Brilliant Collect?
        
Privacy Policy",Privacy Policy,1,Privacy Policy
BudgetBakers,Information is provided about what kind of information they collect,"</p>What information do we process about you
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Burger King,Information is provided about what kind of information they collect,"<strong>Information We Collect</strong>
</p>

Privacy Policy",Privacy Policy,1,Privacy Policy
Calyx Institute,Information is provided about what kind of information they collect,"</p> II.
Information That We Collect
        
Privacy Policy",Privacy Policy,1,Privacy Policy
CodeSandbox,Information is provided about what kind of information they collect,"What does CodeSandbox collect and why?
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Cover your Tracks,Information is provided about what kind of information they collect,"Information Gathered by EFF's Cover Your Tracks Website
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Crunchyroll,Information is provided about what kind of information they collect,"1.
Information you provide
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Cryptee,Information is provided about what kind of information they collect,"We are transparent and upfront with our users regarding the information we process/store, the purpose, and in which form we store it.<br>

Privacy Policy",Privacy Policy,1,Privacy Policy
CryptPad,Information is provided about what kind of information they collect,"What we know about you<p>

Privacy Policy",Privacy Policy,1,Privacy Policy
Discovery,Information is provided about what kind of information they collect,"<li>TYPES OF INFORMATION WE COLLECT FROM OR ABOUT YOU
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Disroot,Information is provided about what kind of information they collect,"What data do we collect?
        
Privacy Policy",Privacy Policy,1,Privacy Policy
eBuddy,Information is provided about what kind of information they collect,"The information collected by eBuddy
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Element,Information is provided about what kind of information they collect,"What Information Do You Collect About Me and Why?
        
Privacy Policy",Privacy Policy,1,Privacy Policy
F-List,Information is provided about what kind of information they collect,"what information do we collect?
        
Privacy Policy",Privacy Policy,1,Privacy Policy
FaceApp,Information is provided about what kind of information they collect,"Personal Information We Collect<p>

Privacy Policy",Privacy Policy,1,Privacy Policy
FamilyTreeDNA,Information is provided about what kind of information they collect,"The types of Information FamilyTreeDNA collects <ol>
<li>

Privacy Policy",Privacy Policy,1,Privacy Policy
Fandango,Information is provided about what kind of information they collect,"The tables below explain the categories of information we collect
        
Privacy Policy",Privacy Policy,1,Privacy Policy
FileFactory,Information is provided about what kind of information they collect,"TYPES OF INFORMATION COLLECTED
        
Privacy Policy",Privacy Policy,1,Privacy Policy
FreeTube,Information is provided about what kind of information they collect,"Data Collected
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Gap Creek Media,Information is provided about what kind of information they collect,"Data Stored by gapcreekmedia.com
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Gettr,Information is provided about what kind of information they collect,"<strong>What Information We May Collect</strong>

Privacy Policy",Privacy Policy,1,Privacy Policy
GrubHub,Information is provided about what kind of information they collect,"Personal Information Generated and/or Automatically Collected during your use of the Platform</strong>
</p>
<p>
<strong>Information about your device and its software.</strong> Information about your device and its software includes your IP address, browser type, internet service provider, device type/model/manufacturer, operating system, date and time stamp, and a unique ID that allows us to identify your browser, mobile device, or your Account (including, for example, a persistent device identifier or an Ad ID), and other similar information.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
HideMyAss!,Information is provided about what kind of information they collect,"What data our VPN processes? 
        
Privacy Policy",Privacy Policy,1,Privacy Policy
How-To Geek,Information is provided about what kind of information they collect,"<p>The information we collect falls into four data classes.</p>

Privacy Policy",Privacy Policy,1,Privacy Policy
Hulu,Information is provided about what kind of information they collect,"Hulu may collect the following information from or about you,
        
Privacy Policy",Privacy Policy,1,Privacy Policy
iStudiez,Information is provided about what kind of information they collect,"What information does iStudiez Team collect? <p>We collect the following information from you:
        
Privacy Policy",Privacy Policy,1,Privacy Policy
LBRY,Information is provided about what kind of information they collect,"What personal information do we collect from the people that visit our blog, website or app?</strong>

Privacy Policy",Privacy Policy,1,Privacy Policy
Listudy,Information is provided about what kind of information they collect,"</p>
<p>This privacy policy will detail:</p>
<ol>
<li>What information Listudy collects
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Mailfence,Information is provided about what kind of information they collect,"What information do we collect ?
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Malwarebytes,Information is provided about what kind of information they collect,"What information do we collect? 
        
Privacy Policy",Privacy Policy,1,Privacy Policy
mastodon.social,Information is provided about what kind of information they collect,"What information do we collect?
        
Privacy Policy",Privacy Policy,1,Privacy Policy
MySudo,Information is provided about what kind of information they collect,"The Information We Collect
        
Privacy Policy",Privacy Policy,1,Privacy Policy
NBC News,Information is provided about what kind of information they collect,"Categories of personal information we collect</strong>
</p>

Privacy Policy",Privacy Policy,1,Privacy Policy
Never Install,Information is provided about what kind of information they collect,"4.
Types of information collected by us:
        
Privacy Policy",Privacy Policy,1,Privacy Policy
NewPipe,Information is provided about what kind of information they collect,"The following document fulfills the requirements of the GDPR Articles 13 and 14, and informs you about the collection and processing of personal data within our project.</p>

Privacy Policy",Privacy Policy,1,Privacy Policy
Nvidia,Information is provided about what kind of information they collect,"Types of data.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
OneSignal,Information is provided about what kind of information they collect,"Information We Collect
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Opera,Information is provided about what kind of information they collect,"“Personal Information” is information that can be used to identify you individually, and includes items such as your name, home address, e-mail address, telephone number, demographic information, and/or payment card information
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Orchid VPN,Information is provided about what kind of information they collect,"This privacy policy document describes in detail the types of personal information that is collected and recorded by www.orchid.com
        
Privacy Policy",Privacy Policy,1,Privacy Policy
PayPal,Information is provided about what kind of information they collect,"The personal data we collect
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Prezi,Information is provided about what kind of information they collect,"5.
What personal data we collect and why
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Privacy Guides,Information is provided about what kind of information they collect,"What data do you collect
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Profilic,Information is provided about what kind of information they collect,"a)the kinds of personal data that we may collect, use, store and transfer
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Proton AG,Information is provided about what kind of information they collect,"Should you choose to provide it, we do associate another email address with your account (for password recovery, or notifications).
The legal basis for processing is consent and you are free to remove that data in the account panel of your ProtonMail account.</p>
<p>
<strong>Account activity:</strong> Due to limitations of the SMTP protocol, we have access to the following email metadata: sender and recipient email addresses, the IP address incoming messages originated from, message subject, and message sent and received times.
We do NOT have access to encrypted message content but unencrypted messages sent from external providers to ProtonMail are scanned for Spam and Viruses to pursue the legitimate interest of the protection of our users.
We also have access to the following records of account activity: number of messages sent, amount of storage space used, total number of messages, last login time.</p>
<p>
<strong>Communicating with ProtonMail:</strong> Your communications with the Company, such as support requests, bug reports, or feature requests may be saved by our staff.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Pure Dating,Information is provided about what kind of information they collect,"</p>Information Collection and Use
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Redbubble,Information is provided about what kind of information they collect,"For example, we collect (a) your user name and e-mail address when you create an user account and register for the Marketplace.
(b) your name, delivery address, phone number, e-mail address, bank respectively payment information when you order a product via the Marketplace.
(c) your name, address, phone number, e-mail address, bank account details and tax status respectively tax file number when you sell products via the Marketplace.
and (d) your e-mail address when you complete a form or send us an e-mail
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Ryver,Information is provided about what kind of information they collect,"Collecting
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Session,Information is provided about what kind of information they collect,"Information we do collect
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Smartmessages,Information is provided about what kind of information they collect,"We collect subscribers personal data for our account holders when subscribers subscribe to mailing lists.
We may also be given subscriber data by account holders, for example when they upload their mailing lists.
Account holders can choose to have us collect message open and click data from actions performed by subscribers, if their browser settings allow us to (see Do Not Track)</p>
<p>We collect data on account holders when they sign up for a Smartmessages.net account, and use it to run their account, inform them of changes, deal with billing, system updates, etc
        
Privacy policy",Privacy policy,1,Privacy Policy
Snopyta,Information is provided about what kind of information they collect,"Personal data we process and collect</b>

Privacy Policy",Privacy Policy,1,Privacy Policy
SpiderOak,Information is provided about what kind of information they collect,"The Information We Collect<p>

Privacy Policy",Privacy Policy,1,Privacy Policy
STiBaRC,Information is provided about what kind of information they collect,"When you create an account, we collect your username, password, name (if provided), email address (if provided), birthday (if provided), and preferences regarding whether this information should be displayed on your profile.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Swisscows,Information is provided about what kind of information they collect,"</p> When does Swisscows collect personal data and why?
<p>

Privacy Policy",Privacy Policy,1,Privacy Policy
Symbaloo,Information is provided about what kind of information they collect,"Information Symbaloo Collects
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Techlore,Information is provided about what kind of information they collect,"INFORMATION WE COLLECT
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Tinder,Information is provided about what kind of information they collect,"Information We Collect
        
Privacy Policy",Privacy Policy,1,Privacy Policy
TorGuard,Information is provided about what kind of information they collect,"Information we collect:
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Trader Joe's,Information is provided about what kind of information they collect,"What Kind of Information Are We Talking About?
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Tumblr,Information is provided about what kind of information they collect,"What We Collect
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Urban Dictionary,Information is provided about what kind of information they collect,"We collect (a) the e-mail addresses of those who communicate with us via e-mail, (b) aggregate information concerning what pages users access or visit, (c) information you choose to send to us (such as survey information and/or site registrations) and (d) information related to your use of the site, including IP address, rough geographic location, and the date and time of your request.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
V.H. Hess,Information is provided about what kind of information they collect,"This Privacy Policy document contains types of information that is collected and recorded by V.
H.
Hess
        
Privacy Policy",Privacy Policy,1,Privacy Policy
